-0.0,1.0343341967898537e-11
-1.0,1.0343366416030128e-11
-2.0,1.0348808076225275e-11
-3.0,1.0463622872247206e-11
-4.0,1.1245052822658322e-11
-5.0,1.3781689379949867e-11
-6.0,1.8160470302604054e-11
-7.0,2.989545416103298e-11
-8.0,3.058940317302859e-11
-9.0,3.195201170250099e-11
-10.0,3.420853553447277e-11
-11.0,3.739581612174078e-11
-12.0,4.127363690899607e-11
-13.0,4.5401575569184224e-11
-14.0,6.636436189746165e-11
-15.0,6.639529419129005e-11
-16.0,6.644882163283825e-11
-17.0,6.653670678526373e-11
-18.0,6.667462734785768e-11
-19.0,6.688274768153985e-11
-20.0,6.718620611313894e-11
-21.0,6.761548311563673e-11
-22.0,6.820661573816915e-11
-23.0,6.900122439890686e-11
-24.0,7.004631784548862e-11
-25.0,7.139384526306271e-11
-26.0,7.309996696287197e-11
-27.0,7.522402204179359e-11
-28.0,7.782718525459404e-11
-29.0,8.097081615788829e-11
-30.0,8.47145296300625e-11
-31.0,8.911404008245615e-11
-32.0,9.4218858033106e-11
-33.0,1.0006994768331395e-10
-34.0,1.0669747746361991e-10
-35.0,1.1411880978532366e-10
-36.0,1.223368817586764e-10
-37.0,1.313391164885745e-10
-38.0,1.41096975480283e-10
-39.0,1.5156622403900396e-10
-40.0,1.6268792120592991e-10
-41.0,1.7439009411302122e-10
-42.0,1.8658999383552142e-10
-43.0,1.9919678768904864e-10
-44.0,2.1211450948548413e-10
-45.0,2.252450795105527e-10
-46.0,2.384912117846822e-10
-47.0,2.517590533325579e-10
-48.0,2.6496043530981684e-10
-49.0,2.780146596813803e-10
-50.0,2.9084978967371233e-10
-51.0,3.034034490987059e-10
-52.0,5.565819824247245e-10
-53.0,5.566102891719381e-10
-54.0,5.56643791135973e-10
-55.0,5.566832443653707e-10
-56.0,5.567294853663485e-10
-57.0,5.567834360434794e-10
-58.0,5.568461088823778e-10
-59.0,5.569186121122072e-10
-60.0,5.570021547015013e-10
-61.0,5.570980515037576e-10
-62.0,5.57207728286079e-10
-63.0,5.573327266873628e-10
-64.0,5.574747091385619e-10
-65.0,5.576354636601812e-10
-66.0,5.578169085208456e-10
-67.0,5.58021096881917e-10
-68.0,5.582502212340548e-10
-69.0,5.585066175712911e-10
-70.0,5.587927698823093e-10
-71.0,5.591113134902136e-10
-72.0,5.594650396771835e-10
-73.0,5.598568978618985e-10
-74.0,5.602900013650682e-10
-75.0,5.607676275517515e-10
-76.0,5.612932240313982e-10
-77.0,5.618704085538353e-10
-78.0,5.625029731351975e-10
-79.0,5.631948861275255e-10
-80.0,5.639502931444551e-10
-81.0,5.647735207721593e-10
-82.0,5.656690764352183e-10
-83.0,5.666416506371117e-10
-84.0,5.676961164413744e-10
-85.0,5.688375327320369e-10
-86.0,5.700711426853216e-10
-87.0,5.714023736841272e-10
-88.0,5.728368385530284e-10
-89.0,5.743803370969602e-10
-90.0,5.760388481194639e-10
-91.0,5.778185375786897e-10
-92.0,5.797257505044297e-10
-93.0,5.817670156073616e-10
-94.0,5.839490356127171e-10
-95.0,5.862786934089471e-10
-96.0,5.88763042596785e-10
-97.0,5.914093120895005e-10
-98.0,5.942248951384135e-10
-99.0,5.972173553509657e-10
-100.0,6.003944111698227e-10
-101.0,6.037639466024339e-10
-102.0,6.073339920452429e-10
-103.0,6.111127356881193e-10
-104.0,6.151085035086977e-10
-105.0,6.193297662287503e-10
-106.0,6.237851264909503e-10
-107.0,6.284833173154552e-10
-108.0,6.334331954329209e-10
-109.0,6.386437358693236e-10
-110.0,6.441240218829258e-10
-111.0,6.498832434672918e-10
-112.0,6.55930698086977e-10
-113.0,6.622757579432152e-10
-114.0,6.68927882148932e-10
-115.0,6.758966194712047e-10
-116.0,6.831915679256443e-10
-117.0,6.908223962435256e-10
-118.0,6.987988313188513e-10
-119.0,7.071306277123231e-10
-120.0,7.158275849720717e-10
-121.0,7.248995255478135e-10
-122.0,7.343562921366438e-10
-123.0,7.442077242644667e-10
-124.0,7.544636760122997e-10
-125.0,7.651339736264584e-10
-126.0,7.762284255016881e-10
-127.0,7.877568125627781e-10
-128.0,7.99728873843009e-10
-129.0,8.121543114378953e-10
-130.0,8.250426885686288e-10
-131.0,8.384036062403867e-10
-132.0,8.522465190291562e-10
-133.0,8.66580788651383e-10
-134.0,8.814156836799146e-10
-135.0,8.967603515758596e-10
-136.0,9.126238129243552e-10
-137.0,9.290149508758522e-10
-138.0,9.459425022507656e-10
-139.0,9.634150400698114e-10
-140.0,9.814409688302957e-10
-141.0,1.000028516282464e-09
-142.0,1.0191857083706817e-09
-143.0,1.0389203783766256e-09
-144.0,1.0592401387375344e-09
-145.0,1.08015237793571e-09
-146.0,1.101664295065068e-09
-147.0,1.1237827592226788e-09
-148.0,1.1465144530929664e-09
-149.0,1.1698657806107186e-09
-150.0,1.1938428376941893e-09
-151.0,1.21845150755399e-09
-152.0,1.2436973327728908e-09
-153.0,1.2695855665885377e-09
-154.0,1.296121156221155e-09
-155.0,1.3233087348250318e-09
-156.0,1.3511526135538443e-09
-157.0,1.3796567626655846e-09
-158.0,1.4088248296130438e-09
-159.0,1.4386600989385514e-09
-160.0,1.4691655206710338e-09
-161.0,1.5003436814357085e-09
-162.0,1.5321968074303802e-09
-163.0,1.5647267517276815e-09
-164.0,1.5979350090871457e-09
-165.0,1.631822685660299e-09
-166.0,1.666390520306689e-09
-167.0,1.701638850763742e-09
-168.0,1.7375676589131618e-09
-169.0,1.774176519637398e-09
-170.0,1.8114646231985281e-09
